Title,Platform,Category,Price,Instructor,Rating,Learners,Duration_Hours,Difficulty,Price_Type,Success_Score,Success
The Role of Global Capital Markets,0,2227,Free / Paid,2,4.602150538,651,43,0,0,2.766500990661945,0
Online Course,0,2228,Free / Paid,6,4.3,330713,33,0,0,5.227059294358711,1
Capitalismo Consciente,0,2229,Free / Paid,6,4.545731707,328,38,0,0,2.730064368376218,0
Online Course,0,2230,Free / Paid,6,3.5,77829,27,2,0,2.722950950886854,0
Online Course,0,2231,Free / Paid,8,4.4,205170,13,2,0,4.282200806813089,1
Online Course,0,2232,Free / Paid,8,3.8,282135,58,0,0,4.5382362169430746,1
Online Course,0,2233,Free / Paid,3,4.4,308200,18,2,0,5.106863033873344,1
Spacecraft Dynamics Capstone: Mars Mission,0,2234,Free / Paid,2,4.6,50,11,2,0,2.760400204904911,0
Online Course,0,2235,Free / Paid,2,4.5,269107,27,2,0,4.853958826919382,1
Capstone Project: Applying Business Analysis Skills ,0,2236,Free / Paid,5,4.4,20,8,1,0,2.6401600819619646,0
Online Course,0,2237,Free / Paid,5,3.9,406632,23,2,0,5.5947224178779535,1
Online Course,0,2238,Free / Paid,2,3.8,472181,28,2,0,6.059383044118588,1
Online Course,0,2239,Free / Paid,5,3.6,49637,36,0,0,2.5572994173016586,0
Capstone (React App),0,2240,Free / Paid,6,4.755555556,45,18,2,0,2.85369351801442,0
Online Course,0,2241,Free / Paid,2,3.9,283451,57,0,0,4.608769610040341,1
Online Course,0,2242,Free / Paid,1,3.9,62487,36,0,0,2.8401520778638663,0
Online Course,0,2243,Free / Paid,3,3.8,328885,5,1,0,4.912427803035154,1
Care: The First Step in Tech Innovation for Entrepreneurs,0,2244,Free / Paid,7,4.714285714,14,15,2,0,2.8286834857733747,0
Successful Career Development,0,2245,Free / Paid,6,4.655525239,1466,28,2,0,2.8050491512119997,0
Online Course,0,2246,Free / Paid,1,4.1,414196,48,0,0,5.775265415892937,1
ØªØ·ÙÙØ± ØªÙÙØ²Ù Ø§ÙÙÙÙÙ ÙØ§ÙØªØ¯Ø±ÙØ¨ Ø§ÙØ°Ø§ØªÙ,0,2247,Free / Paid,1,4.888888889,36,24,2,0,2.9336214809315364,0
Career Decisions: From Insight to Impact,0,2248,Free / Paid,0,4.684210526,380,14,2,0,2.8135678728773263,0
"The Career Design Lab: Change your Job, Change your Life",0,2249,Free / Paid,4,4.9375,16,33,0,0,2.9626280655695716,0
Online Course,0,2250,Free / Paid,4,4.6,334330,59,0,0,5.436010117179996,1
Online Course,0,2251,Free / Paid,7,4.3,401297,56,0,0,5.792020554523916,1
Online Course,0,2252,Free / Paid,8,4.6,284055,53,0,0,5.033604085291669,1
Online Course,0,2253,Free / Paid,0,3.6,208862,5,1,0,3.83175193699174,1
Data Analyst Career Guide and Interview Preparation,0,2254,Free / Paid,1,4.710875332,754,42,0,0,2.8325602891660626,0
Online Course,0,2255,Free / Paid,0,3.5,234093,45,0,0,3.9737033361080876,1
Online Course,0,2256,Free / Paid,6,5.0,6273,18,2,0,3.0502097073701737,1
Online Course,0,2257,Free / Paid,7,3.7,433321,41,0,0,5.688343792021515,1
Online Course,0,2258,Free / Paid,7,3.5,77531,31,0,0,2.7205657296535826,0
Online Course,0,2259,Free / Paid,5,4.1,84430,10,1,0,3.135786002433245,1
Career Support Community and Resources,0,2260,Free / Paid,2,4.755555556,45,11,2,0,2.85369351801442,0
English for Career Development,0,2261,Free / Paid,7,4.814608737,16894,9,1,0,3.0239864754714354,1
Introduction to Financial Planning and Wealth Management,0,2262,Free / Paid,0,4.682926829,41,45,0,0,2.8100842654220273,0
Online Course,0,2263,Free / Paid,0,4.1,35525,26,2,0,2.7443455849394884,0
Online Course,0,2264,Free / Paid,3,4.0,22741,18,2,0,2.582021194851764,0
Cartographie thÃ©matique,0,2265,Free / Paid,2,4.578313253,83,49,0,0,2.7476522919421527,0
Case-Based Frameworks for Mastering Management Consulting,0,2266,Free / Paid,1,4.2,10,58,0,0,2.5200800409809823,0
Case studies in business analytics with ACCENTURE,0,2267,Free / Paid,3,3.719047619,210,47,0,0,2.2331094320006275,0
Online Course,0,2268,Free / Paid,2,4.5,444587,34,0,0,6.258517961196132,1
Cash Flow Management,0,2269,Free / Paid,7,4.784615385,65,18,2,0,2.871289497376385,0
ÙØ§Ø¦ÙØ© Ø§ÙØªØ¯ÙÙØ§Øª Ø§ÙÙÙØ¯ÙØ© | Cash Flow Statement,0,2270,Free / Paid,5,4.181818182,11,17,2,0,2.50917895427908,0
Introduction to Cataract Surgery,0,2271,Free / Paid,3,4.823741007,278,53,0,0,2.896469743471307,0
The Truth About Cats and Dogs,0,2272,Free / Paid,0,4.783263598,2390,7,1,0,2.889087953254761,0
Online Course,0,2273,Free / Paid,2,4.4,270139,60,0,0,4.802219056156753,1
Online Course,0,2274,Free / Paid,3,3.9,140828,28,2,0,3.467201126977012,1
Online Course,0,2275,Free / Paid,0,3.6,292355,7,1,0,4.5000380995069476,1
Online Course,0,2276,Free / Paid,7,4.3,394060,22,2,0,5.734094896587052,1
Online Course,0,2277,Free / Paid,7,5.0,337548,46,0,0,5.7017673048600885,1
Online Course,0,2278,Free / Paid,1,4.3,260578,35,0,0,4.66569187423961,1
Coding and Medical Necessity,0,2279,Free / Paid,2,4.476190476,21,37,0,0,2.6858823716600626,0
Online Course,0,2280,Free / Paid,3,3.7,305914,39,0,0,4.6685656656207986,1
Online Course,0,2281,Free / Paid,5,4.2,313021,28,2,0,5.025450790804892,1
Online Course,0,2282,Free / Paid,4,4.2,439449,47,0,0,6.0373929051674455,1
Data mining of Clinical Databases - CDSS 1,0,2283,Free / Paid,7,4.571428571,14,25,2,0,2.742969199973375,0
Online Course,0,2284,Free / Paid,3,3.8,14305,24,2,0,2.394498623295127,0
Online Course,0,2285,Free / Paid,4,3.6,33270,56,0,0,2.426296343727989,0
Online Course,0,2286,Free / Paid,8,4.8,61971,33,0,0,3.3760219632451816,1
Online Course,0,2287,Free / Paid,0,3.6,323761,55,0,0,4.751414804379843,1
Online Course,0,2288,Free / Paid,0,4.4,116907,51,0,0,3.5757350963693413,1
Central Banks and Monetary Policy,0,2289,Free / Paid,0,4.660550459,109,8,1,0,2.797202722092707,0
Online Course,0,2290,Free / Paid,6,4.6,69783,18,2,0,3.318549977588525,1
Ceramics and Composites,0,2291,Free / Paid,3,4.367346939,49,41,0,0,2.620800364206813,0
Online Course,0,2292,Free / Paid,7,4.0,303066,15,2,0,4.825769994237049,1
Online Course,0,2293,Free / Paid,4,3.5,363577,31,0,0,5.0101059742588205,1
Kubernetes Fundamentals,0,2294,Free / Paid,2,4.074074074,27,44,0,0,2.444660555048652,0
Online Course,0,2295,Free / Paid,7,4.2,142306,53,0,0,3.6590311839661904,1
Online Course,0,2296,Free / Paid,1,4.2,32509,25,2,0,2.7802052250752385,0
Online Course,0,2297,Free / Paid,7,4.4,90364,22,2,0,3.363282320548121,1
Online Course,0,2298,Free / Paid,5,4.7,221945,15,2,0,4.596469552410834,1
Online Course,0,2299,Free / Paid,0,5.0,46822,52,0,0,3.3747678811551514,1
Online Course,0,2300,Free / Paid,8,4.9,486020,13,2,0,6.830151757699943,1
Online Course,0,2301,Free / Paid,1,4.2,321661,44,0,0,5.094606198373567,1
Challenges of Leading Technical Teams,0,2302,Free / Paid,7,4.714285714,14,12,2,0,2.8286834857733747,0
Online Course,0,2303,Free / Paid,2,4.2,294918,33,0,0,4.880552602932702,1
Challenging Forensic Science: How Science Should Speak to Court,0,2304,Free / Paid,4,4.852551985,529,52,0,0,2.9157653588939616,0
What are the Chances? Probability and Uncertainty in Statistics,0,2305,Free / Paid,6,4.555555556,18,7,1,0,2.7334774073657675,0
å¸¸è§æ¢æ§ççå¥åº·ç®¡ç,0,2306,Free / Paid,3,4.771428571,35,13,2,0,2.8631372860334383,0
"Social Norms, Social Change II",0,2307,Free / Paid,7,4.78807947,453,13,2,0,2.8764735384384963,0
Leading transformations: Manage change,0,2308,Free / Paid,1,4.712238806,1675,20,2,0,2.840750147914529,0
Online Course,0,2309,Free / Paid,5,4.2,77942,15,2,0,3.143855413971954,1
Online Course,0,2310,Free / Paid,4,4.2,149701,22,2,0,3.7182214894025742,1
Online Course,0,2311,Free / Paid,5,4.8,98669,23,2,0,3.66975635525389,1
Online Course,0,2312,Free / Paid,1,4.3,284390,15,2,0,4.856285458154575,1
Online Course,0,2313,Free / Paid,2,3.5,466273,14,2,0,5.832094832554268,1
Online Course,0,2314,Free / Paid,1,4.6,155673,57,0,0,4.006021963245181,1
Online Course,0,2315,Free / Paid,5,4.4,135012,20,2,0,3.720649292437728,1
Online Course,0,2316,Free / Paid,8,3.6,32793,37,0,0,2.422478388935135,0
"Become a changemaker, build a career with purpose and impact",0,2317,Free / Paid,6,4.8,15,30,2,0,2.8801200614714735,0
Channel Management and Retailing ,0,2318,Free / Paid,8,4.492895204,1126,20,2,0,2.7047497368586026,0
Online Course,0,2319,Free / Paid,3,4.0,394656,27,2,0,5.558865339053595,1
Online Course,0,2320,Free / Paid,2,4.8,374432,32,0,0,5.876990459115067,1
ChatGPT - Usos y Estrategias,0,2321,Free / Paid,4,4.870938628,1108,40,0,0,2.931431717492835,0
Online Course,0,2322,Free / Paid,0,3.8,316306,47,0,0,4.811744253057565,1
Online Course,0,2323,Free / Paid,2,4.5,297871,14,2,0,5.084188704616763,1
Generative Pre-trained Transformers (GPT),0,2324,Free / Paid,6,4.393939394,33,51,0,0,2.6366277716372415,0
ChatGPT - Uses and Strategies,0,2325,Free / Paid,8,4.714285714,14,38,0,0,2.8286834857733747,0
ChatGPT Advanced Data Analysis,0,2326,Free / Paid,0,4.773504274,936,14,2,0,2.87159440021994,0
Online Course,0,2327,Free / Paid,1,3.6,171190,18,2,0,3.530221553435359,1
Online Course,0,2328,Free / Paid,6,4.1,291765,26,2,0,4.795315681628994,1
Online Course,0,2329,Free / Paid,1,3.9,38610,11,2,0,2.649038227572517,0
Online Course,0,2330,Free / Paid,6,3.7,361824,38,0,0,5.116074790292631,1
Online Course,0,2331,Free / Paid,3,3.6,327317,17,2,0,4.779877377217135,1
Online Course,0,2332,Free / Paid,2,3.7,396139,11,2,0,5.390735416533265,1
Online Course,0,2333,Free / Paid,0,4.0,165753,26,2,0,3.7267032720753024,1
ChatGPT + Excel: Master AI-driven Formulas & Visualizations,0,2334,Free / Paid,0,4.816901408,71,33,0,0,2.890709135764974,0
Online Course,0,2335,Free / Paid,3,4.7,380815,52,0,0,5.868080617276045,1
Online Course,0,2336,Free / Paid,0,4.7,441932,33,0,0,6.357267080745341,1
Online Course,0,2337,Free / Paid,7,3.5,61726,35,0,0,2.594060959211116,0
ChatGPT Foundations for Teachers,0,2338,Free / Paid,2,4.887096774,310,46,0,0,2.9347393348104496,0
Innovative Teaching with ChatGPT,0,2339,Free / Paid,6,4.810509554,628,41,0,0,2.891332306005686,0
Online Course,0,2340,Free / Paid,4,4.1,95232,53,0,0,3.222246270090286,1
ChatGPT Meal Planning: Effortlessly Plan and Cook with AI,0,2341,Free / Paid,3,4.76,25,55,0,0,2.8562001024524557,0
Online Course,0,2342,Free / Paid,7,4.0,438735,11,2,0,5.911677979125312,1
Online Course,0,2343,Free / Paid,8,4.6,42282,23,2,0,3.098429275789204,1
Online Course,0,2344,Free / Paid,1,4.0,429209,7,1,0,5.835430940641608,1
Online Course,0,2345,Free / Paid,6,4.3,334730,42,0,0,5.259211756419287,1
Online Course,0,2346,Free / Paid,6,4.2,420509,21,2,0,5.88579528718704,1
Online Course,0,2347,Free / Paid,7,4.7,56118,41,0,0,3.269173977076263,1
Online Course,0,2348,Free / Paid,0,4.3,436434,54,0,0,6.073260549401294,1
Online Course,0,2349,Free / Paid,3,4.3,205245,22,2,0,4.222801114170455,1
Online Course,0,2350,Free / Paid,6,4.2,29692,12,2,0,2.7576576807325353,0
Online Course,0,2351,Free / Paid,5,5.0,329468,39,0,0,5.63709419222642,1
Online Course,0,2352,Free / Paid,2,3.8,482701,23,2,0,6.14358615611193,1
Online Course,0,2353,Free / Paid,5,4.0,282757,41,0,0,4.663214765960172,1
Chemerinsky on Constitutional Law â Individual Rights and Liberties,0,2354,Free / Paid,2,4.869047619,84,57,0,0,2.922100915640251,0
Chemerinsky on Constitutional Law - The Structure of Government,0,2355,Free / Paid,3,4.81443299,97,39,0,0,2.889436191515528,0
Chemical Biology,0,2356,Free / Paid,0,4.608433735,166,34,0,0,2.766388921284306,0
Chemical Hazards: Toxicology & Reactivity,0,2357,Free / Paid,7,4.754385965,57,49,0,0,2.853087812591599,0
Chemicals and Health,0,2358,Free / Paid,3,4.719639139,1441,35,0,0,2.843317388759544,0
Chemical Engineering Thermodynamics 1,0,2359,Free / Paid,6,4.675675676,74,52,0,0,2.8059977088592687,0
Chemical Engineering Thermodynamics 2,0,2360,Free / Paid,7,4.941176471,17,30,2,0,2.96484195226767,0
Online Course,0,2361,Free / Paid,4,3.7,158633,28,2,0,3.4897140936159317,1
Chicken Behaviour and Welfare,0,2362,Free / Paid,5,4.762023217,1206,15,2,0,2.8668668725064608,0
Understanding child development: from synapse to society,0,2363,Free / Paid,3,4.657446809,470,52,0,0,2.798230011506166,0
Childbirth: A Global Perspective,0,2364,Free / Paid,4,4.67816092,87,25,2,0,2.8075929085345455,0
Child Care as a Business,0,2365,Free / Paid,0,4.888888889,18,12,2,0,2.933477407165768,0
Child Nutrition and Cooking,0,2366,Free / Paid,1,4.767381728,10442,47,0,0,2.944007829141679,0
Children Acquiring Literacy Naturally,0,2367,Free / Paid,0,4.510416667,192,34,0,0,2.7077867870348595,0
Children's Human Rights - An Interdisciplinary Introduction,0,2368,Free / Paid,6,4.703480278,2155,13,2,0,2.8393369982016776,0
Chimpanzee Behavior and Conservation,0,2369,Free / Paid,5,4.918727915,283,46,0,0,2.953501908761798,0
Chinese Culture and Contemporary China ,0,2370,Free / Paid,2,4.632575758,528,56,0,0,2.783771618595863,0
China Strategy,0,2371,Free / Paid,0,4.836363636,165,17,2,0,2.903138857786207,0
Online Course,0,2372,Free / Paid,0,4.4,310479,59,0,0,5.125104373439201,1
Chinese for HSK 6,0,2373,Free / Paid,1,4.897087379,515,53,0,0,2.942374537920587,0
Chinese for HSK 5,0,2374,Free / Paid,6,4.828037383,535,17,2,0,2.901104622282551,0
Online Course,0,2375,Free / Paid,4,3.5,298906,14,2,0,4.492472946148428,1
Online Course,0,2376,Free / Paid,0,4.0,400341,60,0,0,5.604368636742012,1
Online Course,0,2377,Free / Paid,1,4.4,242322,17,2,0,4.579569059358391,1
Chinese Politics Part 2 â China and the World,0,2378,Free / Paid,5,4.729927007,137,22,2,0,2.839052765639457,0
Chinese Politics Part 1 â China and Political Science,0,2379,Free / Paid,0,4.774011299,354,32,0,0,2.867240230126772,0
Chino bÃ¡sico: La etiqueta social en los negocios,0,2380,Free / Paid,2,4.402298851,87,15,2,0,2.6420756671345456,0
Chino bÃ¡sico: CÃ³mo dar una primera impresiÃ³n positiva,0,2381,Free / Paid,3,4.529411765,493,15,2,0,2.7215930793624254,0
Online Course,0,2382,Free / Paid,6,4.6,474829,21,2,0,6.560577895882692,1
Online Course,0,2383,Free / Paid,1,4.8,471388,26,2,0,6.653035794326695,1
Online Course,0,2384,Free / Paid,4,4.0,168890,56,0,0,3.7518121278094383,1
Online Course,0,2385,Free / Paid,8,4.7,86762,34,0,0,3.514451559198309,1
Online Course,0,2386,Free / Paid,0,4.8,190638,60,0,0,4.4058852532496635,1
Chosen Issues in Holocaust History,0,2387,Free / Paid,0,4.551724138,29,28,2,0,2.7312666016448484,0
Online Course,0,2388,Free / Paid,8,3.9,251012,6,1,0,4.349124671831978,1
Online Course,0,2389,Free / Paid,3,3.8,236492,60,0,0,4.172905167445732,1
Online Course,0,2390,Free / Paid,5,4.4,331709,59,0,0,5.295031376064545,1
Online Course,0,2391,Free / Paid,2,4.1,8632,19,2,0,2.529091374783889,0
Preventing Chronic Pain: A Human Systems Approach,0,2392,Free / Paid,7,4.694063927,438,16,2,0,2.819944151167023,0
Online Course,0,2393,Free / Paid,4,4.2,110655,52,0,0,3.4056934750592305,1
Online Course,0,2394,Free / Paid,7,3.6,11607,11,2,0,2.2529035666261126,0
Online Course,0,2395,Free / Paid,0,3.5,197261,43,0,0,3.678896394954217,1
DevOps and AI on AWS: CI/CD for Generative AI Applications,0,2396,Free / Paid,7,4.363636364,11,57,0,0,2.6182698634790804,0
Online Course,0,2397,Free / Paid,8,3.8,117904,59,0,0,3.2237151821732724,1
Pensamiento cientÃ­fico,0,2398,Free / Paid,5,4.778210117,2056,29,2,0,2.8833824958899537,0
IntroduÃ§Ã£o Ã  CiÃªncia da ComputaÃ§Ã£o com Python Parte 1,0,2399,Free / Paid,4,4.894920252,7461,8,1,0,2.9966707271108666,0
IntroduÃ§Ã£o Ã  CiÃªncia da ComputaÃ§Ã£o com Python Parte 2,0,2400,Free / Paid,1,4.88761175,1566,21,2,0,2.9451014676218223,0
Online Course,0,2401,Free / Paid,8,3.7,375038,22,2,0,5.221840942562592,1
Ciencia de datos energÃ©ticos,0,2402,Free / Paid,8,4.90625,32,51,0,0,2.9440061311391434,0
Online Course,0,2403,Free / Paid,7,3.6,457838,15,2,0,5.8245802650957295,1
Online Course,0,2404,Free / Paid,3,4.2,17926,54,0,0,2.6634814625088046,0
Online Course,0,2405,Free / Paid,0,5.0,110149,58,0,0,3.881643401421528,1
Online Course,0,2406,Free / Paid,2,4.0,417294,34,0,0,5.740062111801242,1
Online Course,0,2407,Free / Paid,4,3.8,240553,36,0,0,4.205409809822629,1
Online Course,0,2408,Free / Paid,5,4.3,240011,26,2,0,4.5010715886533905,1
Online Course,0,2409,Free / Paid,6,4.6,116545,54,0,0,3.692837612857783,1
Online Course,0,2410,Free / Paid,2,3.9,185286,30,2,0,3.823047320227957,1
Introduction to advanced tomography,0,2411,Free / Paid,5,4.666666667,66,60,0,0,2.800528270674483,0
Circadian clocks: how rhythms structure life,0,2412,Free / Paid,1,4.80952381,231,13,2,0,2.88756323266069,0
Online Course,0,2413,Free / Paid,3,3.6,496269,50,0,0,6.132185759108664,1
Online Course,0,2414,Free / Paid,0,3.7,312258,56,0,0,4.719343663955946,1
Online Course,0,2415,Free / Paid,6,4.5,360145,59,0,0,5.582635909585708,1
Online Course,0,2416,Free / Paid,1,4.8,39551,34,0,0,3.196570083882948,1
Circular Economy - Sustainable Materials Management,0,2417,Free / Paid,4,4.780570324,2069,58,0,0,2.88490267336523,0
A Circular Economy of Metals: Towards a Sustainable Societal Metabolism,0,2418,Free / Paid,5,4.688679245,106,24,2,0,2.814055981398412,0
Online Course,0,2419,Free / Paid,4,3.7,461257,43,0,0,5.911946276493564,1
Online Course,0,2420,Free / Paid,3,4.8,238789,29,2,0,4.791290580777358,1
Online Course,0,2421,Free / Paid,6,3.7,14341,53,0,0,2.3347867708266636,0
Online Course,0,2422,Free / Paid,3,3.9,437270,51,0,0,5.83995197541141,1
Online Course,0,2423,Free / Paid,4,3.5,154722,27,2,0,3.3384100659537683,1
CISSP Domain 1: Security and Risk Management,0,2424,Free / Paid,2,4.657894737,38,50,0,0,2.795040997927733,0
Online Course,0,2425,Free / Paid,7,4.2,468000,15,2,0,6.265917909969905,1
Online Course,0,2426,Free / Paid,5,4.6,3727,46,0,0,2.7898312736120894,0
Online Course,0,2427,Free / Paid,7,4.5,353291,14,2,0,5.527775821220464,1
Online Course,0,2428,Free / Paid,1,4.3,20234,17,2,0,2.74195492091951,0
Online Course,0,2429,Free / Paid,0,3.5,126678,40,0,0,3.1139431388871106,1
Online Course,0,2430,Free / Paid,3,4.5,96334,13,2,0,3.4710667861945312,1
Online Course,0,2431,Free / Paid,7,4.4,375437,25,2,0,5.645034577703784,1
Online Course,0,2432,Free / Paid,3,4.6,317773,16,2,0,5.303486264967663,1
Citizenship and the Rule of Law,0,2433,Free / Paid,6,4.802238806,536,41,0,0,2.8856334801806494,0
The City and You: Find Your Best Place,0,2434,Free / Paid,7,4.617834395,157,58,0,0,2.7719572804014216,0
Ciudades en TransiciÃ³n,0,2435,Free / Paid,4,4.692307692,13,39,0,0,2.8154886684752767,0
Ciudades en crisis y nuevas polÃ­ticas urbanas,0,2436,Free / Paid,2,4.743801653,242,31,0,0,2.848217983539771,0
Civic Engagement in American Democracy,0,2437,Free / Paid,3,4.803738318,107,35,0,0,2.88309942929651,0
Online Course,0,2438,Free / Paid,6,3.6,287547,18,2,0,4.461554395850676,1
Online Course,0,2439,Free / Paid,6,4.5,253385,15,2,0,4.7281183966190685,1
Online Course,0,2440,Free / Paid,7,3.6,74921,56,0,0,2.7596750336172122,0
Container and Container Orchestration Fundamentals,0,2441,Free / Paid,5,4.146341463,41,18,2,0,2.488133045822027,0
Online Course,0,2442,Free / Paid,6,4.2,498209,50,0,0,6.507713709419223,1
Online Course,0,2443,Free / Paid,4,4.5,107604,36,0,0,3.5612729717615417,1
Classical Cryptosystems and Core Concepts,0,2444,Free / Paid,5,4.541176471,425,17,2,0,2.728107624291746,0
Classical Sociological Theory ,0,2445,Free / Paid,4,4.855971129,3048,9,1,0,2.937979168403394,0
Classics of Chinese Humanities: Guided Readings,0,2446,Free / Paid,6,4.679245283,53,24,2,0,2.807971386999206,0
Online Course,0,2447,Free / Paid,4,4.3,5882,35,0,0,2.627080105013767,0
Online Course,0,2448,Free / Paid,2,3.5,339314,22,2,0,4.815902542101556,1
Online Course,0,2449,Free / Paid,4,4.9,477192,40,0,0,6.759491579688801,1
Natural Language Processing with Classification and Vector Spaces,0,2450,Free / Paid,4,4.630702703,4625,11,2,0,2.8154405755042964,0
Online Course,0,2451,Free / Paid,0,3.7,342736,51,0,0,4.963292565793687,1
Online Course,0,2452,Free / Paid,0,3.9,210159,39,0,0,4.022133252225139,1
Online Course,0,2453,Free / Paid,3,4.2,454195,7,1,0,6.15542133572389,1
Online Course,0,2454,Free / Paid,6,4.0,297024,42,0,0,4.777409233527566,1
Online Course,0,2455,Free / Paid,3,4.2,312052,50,0,0,5.01769481974771,1
Online Course,0,2456,Free / Paid,7,4.6,286269,43,0,0,5.051325158481142,1
Online Course,0,2457,Free / Paid,3,3.7,30501,25,2,0,2.4641329960940004,0
Online Course,0,2458,Free / Paid,4,4.8,71643,35,0,0,3.453437600051226,1
Online Course,0,2459,Free / Paid,2,3.7,431967,25,2,0,5.677506243196516,1
"Client Intake, Assessments, Skill Analysis and Planning",0,2460,Free / Paid,0,4.6125,80,32,0,0,2.7681403278478576,0
Client Needs and Software Requirements ,0,2461,Free / Paid,4,4.768253968,3150,59,0,0,2.8861652898094126,0
Climate Adaptation in Africa,0,2462,Free / Paid,3,4.772357724,123,36,0,0,2.8643991384660814,0
Online Course,0,2463,Free / Paid,8,3.9,254050,31,0,0,4.373441121854389,1
Online Course,0,2464,Free / Paid,3,4.2,29485,12,2,0,2.7560008324262024,0
Planning for Climate Change in African Cities,0,2465,Free / Paid,0,4.703125,128,25,2,0,2.822899524556573,0
Climate Change and Human Rights,0,2466,Free / Paid,3,4.65276212,887,15,2,0,2.798756907013127,0
Climate Change: Carbon Capture and Storage,0,2467,Free / Paid,5,4.705263158,95,57,0,0,2.8239182841193315,0
Online Course,0,2468,Free / Paid,7,3.9,60855,46,0,0,2.827089389767561,0
Climate change education: sustainable environments,0,2469,Free / Paid,6,4.7,10,50,0,0,2.820080040980982,0
Online Course,0,2470,Free / Paid,8,4.0,405335,54,0,0,5.644341102644554,1
Climate Change in Water and Sanitation Utilities,0,2471,Free / Paid,2,4.875,56,23,2,0,2.9254482294935005,0
Online Course,0,2472,Free / Paid,7,4.7,369171,37,0,0,5.774880899020298,1
Climate Change Mitigation in Developing Countries,0,2473,Free / Paid,8,4.676222597,593,31,0,0,2.810479988372248,0
Online Course,0,2474,Free / Paid,7,4.8,479327,7,1,0,6.716580329128513,1
Climate and Climate Change in New Jersey,0,2475,Free / Paid,5,4.6,15,21,2,0,2.7601200614714734,0
Online Course,0,2476,Free / Paid,2,4.8,299445,49,0,0,5.2767871550233725,1
"Climate Change, Sustainability, and Global Public Health",0,2477,Free / Paid,5,4.888888889,90,13,2,0,2.9340537022288404,0
Online Course,0,2478,Free / Paid,8,5.0,357925,23,2,0,5.864866811807646,1
Climate Change and Water in Mountains: A Global Concern,0,2479,Free / Paid,5,4.68597561,328,27,2,0,2.814210710176218,0
Online Course,0,2480,Free / Paid,4,4.3,177674,43,0,0,4.002120125504257,1
From Climate Science to Action,0,2481,Free / Paid,2,4.719409283,474,56,0,0,2.835439512298559,0
Climate Science for Everyone,0,2482,Free / Paid,3,4.904761905,21,20,2,0,2.9430252290600625,0
Climate Solutions,0,2483,Free / Paid,2,4.7,30,46,0,0,2.8202401229429466,0
Online Course,0,2484,Free / Paid,4,4.0,74498,60,0,0,2.996289300121662,0
Online Course,0,2485,Free / Paid,5,4.4,301040,24,2,0,5.049553691490043,1
Online Course,0,2486,Free / Paid,1,3.9,320734,5,1,0,4.907186399436512,1
Online Course,0,2487,Free / Paid,1,5.0,200766,10,1,0,4.6069507587885,1
Online Course,0,2488,Free / Paid,2,3.7,380235,42,0,0,5.263438240379074,1
Online Course,0,2489,Free / Paid,3,4.5,307959,23,2,0,5.16493404623167,1
Online Course,0,2490,Free / Paid,2,4.4,69133,15,2,0,3.1933473138246784,1
Online Course,0,2491,Free / Paid,8,5.0,393142,40,0,0,6.14674713453288,1
Data Management for Clinical Research,0,2492,Free / Paid,7,4.739413681,1842,53,0,0,2.858391757296933,0
Clinical Data Models and Data Quality Assessments,0,2493,Free / Paid,3,4.212121212,66,29,2,0,2.5278009976744826,0
Clinical Epidemiology,0,2494,Free / Paid,8,4.714659686,382,25,2,0,2.8318533770735224,0
"Clinical Kidney, Pancreas and Islet Transplantation",0,2495,Free / Paid,8,4.817204301,372,45,0,0,2.89330010509254,0
Clinical Natural Language Processing,0,2496,Free / Paid,3,3.695652174,23,56,0,0,2.217575398656259,0
Online Course,0,2497,Free / Paid,2,4.7,350716,60,0,0,5.6271652686175315,1
Online Course,0,2498,Free / Paid,5,4.3,164554,45,0,0,3.8971063584555288,1
Understanding Clinical Research: Behind the Statistics,0,2499,Free / Paid,2,4.785811733,3665,16,2,0,2.9008220593299994,0
Doing Clinical Research: Biostatistics with the Wolfram Language,0,2500,Free / Paid,1,4.653846154,52,58,0,0,2.792723905501108,0
Teaching and Assessing Clinical Skills,0,2501,Free / Paid,6,4.671660424,801,39,0,0,2.809407536976679,0
Online Course,0,2502,Free / Paid,4,3.6,377056,32,0,0,5.177993212524813,1
Online Course,0,2503,Free / Paid,4,4.2,324621,20,2,0,5.1182983287443164,1
Clinical Terminology for International and U.S. Students,0,2504,Free / Paid,4,4.819396954,3217,7,1,0,2.917387355981994,0
Design and Interpretation of Clinical Trials,0,2505,Free / Paid,8,4.725535344,4343,19,2,0,2.8700830044405965,0
"Clinical Trials Analysis, Monitoring, and Presentation",0,2506,Free / Paid,0,4.73255814,86,20,2,0,2.8402232364364473,0
Clinical Trials Data Management and Quality Assurance,0,2507,Free / Paid,7,4.761363636,176,53,0,0,2.8582269028652876,0
Clinical Trials Management and Advanced Operations,0,2508,Free / Paid,4,4.74,100,60,0,0,2.8448004098098223,0
Online Course,0,2509,Free / Paid,6,4.8,69509,16,2,0,3.436356854709611,1
Essentials in Clinical Simulations Across the Health Professions,0,2510,Free / Paid,3,4.775308642,1215,52,0,0,2.8749101643893447,0
Online Course,0,2511,Free / Paid,7,4.2,147201,32,0,0,3.698211244157008,1
Online Course,0,2512,Free / Paid,7,3.5,173544,45,0,0,3.4890632003585837,1
Cloud Application Security,0,2513,Free / Paid,0,4.296296296,27,36,0,0,2.577993888248652,0
Online Course,0,2514,Free / Paid,5,3.9,193776,37,0,0,3.891002113081898,1
